Curation,Variable ID,Variable name,Variable synonyms,Context of use,Growth stage,Variable status,Variable Xref,Institution,Scientist,Date,Language,Crop,Trait ID,Trait name,Trait class,Trait descriptio,Trait synonyms,Main trait abbreviation,Alternative trait abbreviations,Entity,Attribute,Trait status,Trait Xref,Method ID,Method name,Method class,Method descriptio,Formula,Method reference,Scale ID,Scale name,Scale class,Decimal places,Lower limit,Upper limit,Scale Xref,Category 1,Category 2,Category 3,Category 4,Category 5,Category 6,Category 7,Category 8,Category 9,Category 10
,CO_358:0000221,"trichome density on leaf (1-6,9)_OBSOLETE",DTL_E_1to6_9,NCGC germplasm evaluation,,Obsolete,,CottonGen,Jing Yu,20-May-19,English,Cotton,CO_358:0000050,Trichome density on leaf,Morphological,The degree or relative density of trichome on leaf,,DTL,,Leaf,trichome density,Standard for CottonGen,,CO_358:0000219,DTL - Estimation,Estimation,"Trichome density on leaf descriptor code definition: 1=none, 2=few, 3=moderate, 4=hairy, 5=very hairy, 6=pilose, 9=seg/off type",,,CO_358:0000220,DTL NCGC scale,Ordinal,,,,,,,,,,,,,,
,CO_358:0000224,valine (%)_OBSOLETE,"AAVAL_M_pct, Val",QTL evaluation,,Obsolete,,CottonGen,Jing Yu,20-May-19,English,Cotton,CO_358:0000222,Seed valine content,Biochemical,The amount of total cotton seed protein that is composed of valine,,AAVAL,,Seed,valine content,Standard for CottonGen,,CO_358:0000223,AAVAL - Measurement,Measurement,Standard method for seed valine content (%),,,CO_358:0000054,%,Numerical,2,0,100,,,,,,,,,,,
,CO_358:0000228,boll nectaries_OBSOLETE,BOLLNT_E_0to3_9,NCGC germplasm evaluation,,Obsolete,,CottonGen,Jing Yu,20-May-19,English,Cotton,CO_358:0000225,Boll nectaries,Morphological,The presence of nectar glands on the base of the boll or calyx,,BOLLNT,,Boll,nectaries,Standard for CottonGen,,CO_358:0000226,BOLLNT - Estimantion,Estimation,"Boll nectaries descriptor code definition: 0=absent, 1=present, 2=reduced, 3=inactive, 9=seg/off type",,,CO_358:0000227,boll nectaries NCGC scale,Nominal,,,,,,,,,,,,,,
,CO_358:0000232,"boll pitting (1-4,9)_OBSOLETE",BOLLPIT_E_1to4_9,NCGC germplasm evaluation,,Obsolete,,CottonGen,Jing Yu,20-May-19,English,Cotton,CO_358:0000229,Boll pitting,Morphological,The depth and density of pitting associated with glands of the boll wall of the mature but non cleft bolls,,BOLLPIT,,Boll,pitting,Standard for CottonGen,,CO_358:0000230,BOLLPIT - Estimantion,Estimation,"Boll pitting descriptor code definition: 1=smooth, 2=lightly pitted, 3=pitted, 4=very pitted, 9=seg/off type",,,CO_358:0000231,boll pitting NCGC scale,Nominal,,,,,,,,,,,,,,
,CO_358:0000236,"boll point (1-3,9)_OBSOLETE",BOLLPNT_E_1to3_9,NCGC germplasm evaluation,,Obsolete,,CottonGen,Jing Yu,20-May-19,English,Cotton,CO_358:0000233,Boll point,Morphological,Degree of tapering of the boll tips,,BOLLPNT,,Boll,point,Standard for CottonGen,,CO_358:0000234,BOLLPNT - Estimantion,Estimation,"Boll point descriptor code definition: 1=moderately pointed, 2=pointed, 3=blunt, 9=seg/off type",,,CO_358:0000235,boll point NCGC scale,Nominal,,,,,,,,,,,,,,
,CO_358:0000239,LVFM (%)_OBSOLETE,LVFM_M_pct,QTL evaluation,,Obsolete,,CottonGen,Jing Yu,20-May-19,English,Cotton,CO_358:0000237,Lint visible foreign matter,Quality,Foreign matter is mechanically separated from lint and reported by weight as visible waste content,,LVFM,,Fiber,visible foreign matter,Standard for CottonGen,,CO_358:0000238,LVFM - AFIS Measurement,Measurement,"LVFM (%), an AFIS measurement on lint visible foreign matter content",,https://naldc.nal.usda.gov/download/CAT87209071/PDF,CO_358:0000054,%,Numerical,2,0,100,,,,,,,,,,,
,CO_358:0000242,waste (%)_OBSOLETE,WASTE_M_pct,trial evaluation,,Obsolete,,CottonGen,Jing Yu,20-May-19,English,Cotton,CO_358:0000240,Waste,Quality,"The difference in mass, expressed as a percentage of the fed stock and delivered stock",,WASTE,,Yarn?,waste,Standard for CottonGen,,CO_358:0000241,WASTE - Measurement,Measurement,Waste percentage as reported is the percentage of material removed during the carding process,,NCVT,CO_358:0000054,%,Numerical,2,0,100,,,,,,,,,,,
,CO_358:0000244,SOC (%)_OBSOLETE,"SOC_M_pct, seed oil content",QTL evaluation,,Obsolete,,CottonGen,Jing Yu,20-May-19,English,Cotton,CO_358:0000043,Seed oil content,Biochemical,Percentage of oil by weight in 10 gram sample of dehulled seeds,,SOC,,Seed,oil content,Standard for CottonGen,,CO_358:0000243,SOC - Measurement,Measurement,Standard method for seed oil content (%),,,CO_358:0000054,%,Numerical,2,0,100,,,,,,,,,,,
,CO_358:0000246,SPC (%)_OBSOLETE,SPC_M_pct,QTL evaluation,,Obsolete,,CottonGen,Jing Yu,20-May-19,English,Cotton,CO_358:0000044,Seed protein content,Biochemical,Protein weight per 100 kernels,,SPC,,Seed,protein content,Standard for CottonGen,,CO_358:0000245,SPC - Measurement,Measurement,Standard method for seed protein content (%),,,CO_358:0000054,%,Numerical,2,0,100,,,,,,,,,,,
,CO_358:0000250,"bract color (1-3,9)_OBSOLETE",BRACTCL_E_1to3_9,NCGC germplasm evaluation,,Obsolete,,CottonGen,Jing Yu,20/05/2019,English,Cotton,CO_358:0000247,Bract color,Morphological,The degree of red coloration to the bracts,,BRACTCL,,Bract,color,Standard for CottonGen,,CO_358:0000248,BRACTCL - Estimantion,Estimation,"Bract color descriptor code definition: 1=green, 2=red, 3=sun red, 9=seg/off type",,,CO_358:0000249,bract color NCGC scale,Nominal,,,,,,,,,,,,,,
,CO_358:0000254,"bract nectaries (0-3,9)_OBSOLETE",BRACTNT_E_0to3_9,NCGC germplasm evaluation,,Obsolete,,CottonGen,Jing Yu,20-May-19,English,Cotton,CO_358:0000251,Bract nectaries,Morphological,The presence of nectar glands on the base of the bracts on the outside or abaxial side,,BRACTNT,,Bract,nectaries,Standard for CottonGen,,CO_358:0000252,BRACTNT - Estimantion,Estimation,"Bract nectaries descriptor code definition: 0=absent, 1=present, 2=reduced, 3=inactive, 9=seg/off type",,,CO_358:0000253,bract nectaries NCGC scale,Nominal,,,,,,,,,,,,,,
,CO_358:0000258,bract shape (1-7)_OBSOLETE,BRACTSP_E_1to7,CN germlasm evaluation,,Obsolete,,CottonGen,Jing Yu,20-May-19,English,Cotton,CO_358:0000255,Bract shape,Morphological,"Bract shape (BRACTSP), shape of bract",,BRACTSP,,Bract,shape,Standard for CottonGen,,CO_358:0000256,BRACTSP - Estimantion,Estimation,"Bract shape. Code Definition: 1=cordate, 2=narrow coil, 3=ovule, 4=sword, 5=lanceolate, 6=trangle, 7=three teeth",,,CO_358:0000257,bract shape CN scale,Nominal,,,,,,,,,,,,,,
,CO_358:0000262,"bract teeth size (0-3,9)_OBSOLETE",BRACTTSZ_E_0to3_9,NCGC germplasm evaluation,,Obsolete,,CottonGen,Jing Yu,20-May-19,English,Cotton,CO_358:0000259,Bract teeth size,Morphological,Relative size of bract teeth,,BRACTTSZ,,Bract,teeth size,Standard for CottonGen,,CO_358:0000260,BRACTTSZ - Estimantion,Estimation,"Bract teeth size descriptor code definition: 0=none, 1=medium, 2=small, 3=large, 9=seg/off type",,,CO_358:0000261,bract teeth size NCGC scale,Nominal,,,,,,,,,,,,,,
,CO_358:0000266,"bract type (1-4,9)_OBSOLETE",BRACTTP_E_1to4_9,NCGC germplasm evaluation,,Obsolete,,CottonGen,Jing Yu,20-May-19,English,Cotton,CO_358:0000263,Bract type,Morphological,Type of bract according to shape or placement relative to the boll,,BRACTTP,,Bract,type,Standard for CottonGen,,CO_358:0000264,BRACTTP - Estimantion,Estimation,"Bract type descriptor code definition: 1=normal, 2=frego, 3=flared, 4=recurved, 9=seg/off type",,,CO_358:0000265,bract type NCGC scale,Nominal,,,,,,,,,,,,,,
,CO_358:0000270,"canopy type (1-4,9)_OBSOLETE",CNPTY_E_1to4_9,NCGC germplasm evaluation,,Obsolete,,CottonGen,Jing Yu,20-May-19,English,Cotton,CO_358:0000267,Canopy type,Physiological,The overall appearance of foliage on the plants,,CNPTY,,Canopy,type,Standard for CottonGen,,CO_358:0000268,CNPTY - Estimantion,Estimation,"Canopy type descriptor code definition: 1=typical, 2=open, 3=dense, 4=compact, 9=seg/off type",,,CO_358:0000269,canopy type NCGC scale,Nominal,,,,,,,,,,,,,,
,CO_358:0000274,filament color (1-6)_OBSOLETE,filament_Col_1to6,CN germlasm evaluation,,Obsolete,,CottonGen,Jing Yu,20-May-19,English,Cotton,CO_358:0000271,Filament color,Morphological,The color of filament (stamen) of flower,,FILACL,,Filament,color,Standard for CottonGen,,CO_358:0000272,Filament_Col - Estimation,Estimation,"Filament color. Code definition: 1=white, 2=cream, 3=yellow, 4=pink, 5=red, 6=purple",,,CO_358:0000273,filament color CN scale,Nominal,,,,,,,,,,,,,,
,CO_358:0000276,SFC HVI (%)_OBSOLETE,"SFC_HVI_M_pct, SFI",trial/germplasm/QTL evaluation,,Obsolete,,CottonGen,Jing Yu,20-May-19,English,Cotton,CO_358:0000046,Short fiber content,Quality,"The percent by weight of short fibers (12.7 mm or less) measured by Suter-Webb array method, or AFIS (Advance Fiber Information System), or the SFI from HVI (High Volume Instrument)",,SFC,,Fiber,short fiber content,Standard for CottonGen,,CO_358:0000275,SFC - HVI Measurement,Measurement,"SFC-HVI (short fiber content measured by HVI), it is the HVI value of short fiber index (SFI)",,,CO_358:0000054,%,Numerical,2,0,100,,,,,,,,,,,
,CO_358:0000278,seed energy germinate normal (%)_OBSOLETE,SDV_SdEngN_M_pct,UZ germplasm evaluation,,Obsolete,,CottonGen,Jing Yu,20-May-19,English,Cotton,CO_358:0000045,Seed vigor,Physiological,The Sum total of those properties of the seed which determine the level of activity and performance of the seed or seed lot during germination and seedling emergence,,SDV,,Seed,vigor,Standard for CottonGen,,CO_358:0000277,SDV - Measurement,Measurement,The energy required for seed germination,,,CO_358:0000054,%,Numerical,2,0,100,,,,,,,,,,,
,CO_358:0000280,seed energy germinate thermostat (%)_OBSOLETE,SDV_SdEngT_pct,UZ germplasm evaluation,,Obsolete,,CottonGen,Jing Yu,20-May-19,English,Cotton,CO_358:0000045,Seed vigor,Physiological,The Sum total of those properties of the seed which determine the level of activity and performance of the seed or seed lot during germination and seedling emergence,,SDV,,Seed,vigor,Standard for CottonGen,,CO_358:0000279,SDV - Measurement,Measurement,Seed energy reuired for seed germination in thermostat,,,CO_358:0000054,%,Numerical,2,0,100,,,,,,,,,,,
,CO_358:0000283,FS (1-2)_OBSOLETE,FS_E_1to2,germplasm evaluation,,Obsolete,,CottonGen,Jing Yu,20-May-19,English,Cotton,CO_358:0000015,Fiber strength,Quality,"The fiber strength of a bundle of fibers measured with the two jaws holding the fiber bundle separated by one-eighth inch, expressed in grams force per tex",fiber tenacity,FS,,Fiber,elongation,Standard for CottonGen,,CO_358:0000281,FS - Estimation,Estimation,Fiber strength estimation (Low/Strong),,,CO_358:0000282,fiber strength CN scale,Ordinal,,,,,,,,,,,,,,
,CO_358:0000286,"trichome density on stem (1-6,9)_OBSOLETE",DTS_E_1to6_9,NCGC germplasm evaluation,,Obsolete,,CottonGen,Jing Yu,20-May-19,English,Cotton,CO_358:0000051,Trichome density on stem,Morphological,The degree or relative density of trichome on stem,,DTS,,Stem,trichome density,Standard for CottonGen,,CO_358:0000284,DTS - Estimation,Estimation,"Trichome density on stem descriptor code definition: 1=none, 2=few, 3=moderate, 4=hairy, 5=very hairy, 6=pilose, 9=seg/off type",,,CO_358:0000285,DTS NCGC scale,Ordinal,,,,,,,,,,,,,,
,CO_358:0000288,15 DAI VW incidence (%)_OBSOLETE,VWDI_15DAI_Cmp_Inc_pct,QTL evaluation,,Obsolete,,CottonGen,Jing Yu,20-May-19,English,Cotton,CO_358:0000002,Verticillium wilt disease incidence,Biotic stress,"Observe incidence of verticillium wilt disease, usually recorded as the frequency of damaged individuals or their parts, commonly the portion of plant units diseased. Proportion of plants (leaves, etc.) diseased or the number diseased out of N plants (leaves, etc.) observed",,VWDI,,Plant,verticillium wilt incidence,Standard for CottonGen,,CO_358:0000287,VWDI - Computation,Computation,Verticillium wilt incidence on is calculated as the ratio between the number of infected plants and the total number of plants,Disease incidence = No. of infected plants x 100 Total no. of plant assessed,doi: 10.3389/fpls.2017.00382,CO_358:0000054,%,Numerical,2,0,100,,,,,,,,,,,
,CO_358:0000292,"leaf gossypol glands (0-3,9)_OBSOLETE",LFGL_E_0to3_9,NCGC germplasm evaluation,,Obsolete,,CottonGen,Jing Yu,20-May-19,English,Cotton,CO_358:0000289,Leaf gossypol glands,Morphological,Gossypol gland density on leaf,,LFGL,,Leaf,gossypol glands,Standard for CottonGen,,CO_358:0000290,LFGL - Estimation,Estimation,"Leaf gossypol glands descriptor code definition: 0=glandless, 1=medium, 2=light, 3=heavy, 9=seg/off type",,,CO_358:0000291,leaf glands NCGC scale,Nominal,,,,,,,,,,,,,,
,CO_358:0000294,30 DAI VW incidence (%)_OBSOLETE,VWDI_30DAI_Cmp_Inc_pct,QTL evaluation,,Obsolete,,CottonGen,Jing Yu,20-May-19,English,Cotton,CO_358:0000002,Verticillium wilt disease incidence,Biotic stress,"Observe incidence of verticillium wilt disease, usually recorded as the frequency of damaged individuals or their parts, commonly the portion of plant units diseased. Proportion of plants (leaves, etc.) diseased or the number diseased out of N plants (leaves, etc.) observed",,VWDI,,Plant,verticillium wilt incidence,Standard for CottonGen,,CO_358:0000293,VWDI - Computation,Computation,Verticillium wilt incidence on is calculated as the ratio between the number of infected plants and the total number of plants,Disease incidence = No. of infected plants x 100 Total no. of plant assessed,Palanga et al.,CO_358:0000054,%,Numerical,2,0,100,,,,,,,,,,,
,CO_358:0000296,VWDI (%)_OBSOLETE,VWDI_Cmp_Inc_pct,QTL evaluation,,Obsolete,,CottonGen,Jing Yu,20-May-19,English,Cotton,CO_358:0000002,Verticillium wilt disease incidence,Biotic stress,"Observe incidence of verticillium wilt disease, usually recorded as the frequency of damaged individuals or their parts, commonly the portion of plant units diseased. Proportion of plants (leaves, etc.) diseased or the number diseased out of N plants (leaves, etc.) observed",,VWDI,,Plant,verticillium wilt incidence,Standard for CottonGen,,CO_358:0000295,VWDI - Computation,Computation,The verticillium wilt disease incidence is calculated as the ratio between the number of infected plants and the total number of plants. OR: Disease incidence = No. of infected plants x 100 Total no. of plant assessed,Disease incidence = No. of infected plants x 100 Total no. of plant assessed,Palanga et al.,CO_358:0000054,%,Numerical,2,0,100,,,,,,,,,,,
,CO_358:0000298,fstage VW incidence (%)_OBSOLETE,VWDI_FlStg_Cmp_Inc_pct,QTL evaluation,,Obsolete,,CottonGen,Jing Yu,20-May-19,English,Cotton,CO_358:0000002,Verticillium wilt disease incidence,Biotic stress,"Observe incidence of verticillium wilt disease, usually recorded as the frequency of damaged individuals or their parts, commonly the portion of plant units diseased. Proportion of plants (leaves, etc.) diseased or the number diseased out of N plants (leaves, etc.) observed",,VWDI,,Plant,verticillium wilt incidence,Standard for CottonGen,,CO_358:0000297,VWDI - Computation,Computation,"Verticillium wilt incidence on is calculated in flowering stage, as the ratio between the number of infected plants and the total number of plants. OR: Disease incidence = No. of infected plants x 100 Total no. of plant assessed",Disease incidence = No. of infected plants x 100 Total no. of plant assessed,,CO_358:0000054,%,Numerical,2,0,100,,,,,,,,,,,
,CO_358:0000300,mstage VW incidence (%)_OBSOLETE,VWDI_mat_Cmp_Inc_pct,QTL evaluation,,Obsolete,,CottonGen,Jing Yu,20-May-19,English,Cotton,CO_358:0000002,Verticillium wilt disease incidence,Biotic stress,"Observe incidence of verticillium wilt disease, usually recorded as the frequency of damaged individuals or their parts, commonly the portion of plant units diseased. Proportion of plants (leaves, etc.) diseased or the number diseased out of N plants (leaves, etc.) observed",,VWDI,,Plant,verticillium wilt incidence,Standard for CottonGen,,CO_358:0000299,VWDI - Computation,Computation,"Verticillium wilt incidence on is calculated in plant mature stage, as the ratio between the number of infected plants and the total number of plants. OR: Disease incidence = No. of infected plants x 100 Total no. of plant assessed",Disease incidence = No. of infected plants x 100 Total no. of plant assessed,,CO_358:0000054,%,Numerical,2,0,100,,,,,,,,,,,
,CO_358:0000304,"leaf size (1-4,9)_OBSOLETE",LFSZ_E_1-4_9,NCGC germplasm evaluation,,Obsolete,,CottonGen,Jing Yu,20-May-19,English,Cotton,CO_358:0000301,Leaf size,Morphological,"The relative size of the mature, expanded leaf",,LFSZ,,Leaf,size,Standard for CottonGen,,CO_358:0000302,LFSZ - Estimation,Estimation,"Leaf size descriptor code definition: 1=medium, 2=small, 3=large, 4=extra small, 9=seg/off type",,,CO_358:0000303,leaf size NCGC scale,Nominal,,,,,,,,,,,,,,
,CO_358:0000306,sstage VW incidence (%)_OBSOLETE,VWDI_seedling_Cmp_Inc_pct,QTL evaluation,,Obsolete,,CottonGen,Jing Yu,20-May-19,English,Cotton,CO_358:0000002,Verticillium wilt disease incidence,Biotic stress,"Observe incidence of verticillium wilt disease, usually recorded as the frequency of damaged individuals or their parts, commonly the portion of plant units diseased. Proportion of plants (leaves, etc.) diseased or the number diseased out of N plants (leaves, etc.) observed",,VWDI,,Plant,verticillium wilt incidence,Standard for CottonGen,,CO_358:0000305,VWDI - Computation,Computation,"Verticillium wilt incidence on is calculated in seedling stage, as the ratio between the number of infected plants and the total number of plants. OR: Disease incidence = No. of infected plants x 100 Total no. of plant assessed",Disease incidence = No. of infected plants x 100 Total no. of plant assessed,,CO_358:0000054,%,Numerical,2,0,100,,,,,,,,,,,
,CO_358:0000308,15 DAI VW index (%)_OBSOLETE,VWDS_15DAI_Cmp_Index_pct,QTL evaluation,,Obsolete,,CottonGen,Jing Yu,20-May-19,English,Cotton,CO_358:0000001,Verticillium wilt disease severity,Biotic stress,Verticillium wilt disease severity is the percentage of relevant host tissues or organ covered by symptom or lesion or damaged by the disease. Severity results from the number and size of the lesions,,VWDS,,Plant,verticillium wilt severity,Standard for CottonGen,,CO_358:0000307,VWDS - Computation,Computation,"Verticillium wilt severity (or disease infection index) is calculated according to the formula: DI=[?(Ni â—Š i)/(N â—Š i)] â—Š 100, Where i is the maximum disease grade, Ni, the number of plants with corresponding disease grade and N the number of total investigated plants",DI=[?(Ni â—Š i)/(N â—Š i)] â—Š 100,doi: 10.3389/fpls.2017.00382,CO_358:0000054,%,Numerical,2,0,100,,,,,,,,,,,
,CO_358:0000310,30 DAI VW index (%)_OBSOLETE,VWDS_30DAI_Cmp_Index_pct,QTL evaluation,,Obsolete,,CottonGen,Jing Yu,20-May-19,English,Cotton,CO_358:0000001,Verticillium wilt disease severity,Biotic stress,Verticillium wilt disease severity is the percentage of relevant host tissues or organ covered by symptom or lesion or damaged by the disease. Severity results from the number and size of the lesions,,VWDS,,Plant,verticillium wilt severity,Standard for CottonGen,,CO_358:0000309,VWDS - Computation,Computation,"Verticillium wilt severity (or disease infection index) is calculated according to the formula: DI=[?(Ni â—Š i)/(N â—Š i)] â—Š 100, Where i is the maximum disease grade, Ni, the number of plants with corresponding disease grade and N the number of total investigated plants",DI=[?(Ni â—Š i)/(N â—Š i)] â—Š 100,doi: 10.3389/fpls.2017.00382,CO_358:0000054,%,Numerical,2,0,100,,,,,,,,,,,
